# t_pr   N      a     H/m         f              df/m        energy_pr         E        epsilon       eta
# -----------------------------------------------------------------------------------------------------------------
1.756  3.412  30.339  1.94330  -4.7946450e+00  +2.9734866e-03  +1.231e-02  +1.000e+00  +1.171e-06  -1.534e-01
1.758  3.416  30.457  1.94330  -4.7946391e+00  +2.9726006e-03  +1.221e-02  +1.000e+00  +1.170e-06  -1.533e-01
1.760  3.420  30.576  1.94330  -4.7946331e+00  +2.9717152e-03  +1.212e-02  +1.000e+00  +1.169e-06  -1.533e-01
1.762  3.424  30.695  1.94330  -4.7946272e+00  +2.9708303e-03  +1.202e-02  +1.000e+00  +1.169e-06  -1.532e-01
1.764  3.428  30.814  1.94330  -4.7946212e+00  +2.9699461e-03  +1.193e-02  +1.000e+00  +1.168e-06  -1.532e-01
1.766  3.432  30.934  1.94330  -4.7946153e+00  +2.9690624e-03  +1.184e-02  +1.000e+00  +1.167e-06  -1.531e-01
1.768  3.436  31.055  1.94330  -4.7946093e+00  +2.9681794e-03  +1.175e-02  +1.000e+00  +1.166e-06  -1.530e-01
1.770  3.440  31.176  1.94330  -4.7946034e+00  +2.9672969e-03  +1.166e-02  +1.000e+00  +1.166e-06  -1.530e-01
1.772  3.444  31.297  1.94330  -4.7945975e+00  +2.9664150e-03  +1.157e-02  +1.000e+00  +1.165e-06  -1.529e-01
1.774  3.447  31.419  1.94330  -4.7945915e+00  +2.9655337e-03  +1.148e-02  +1.000e+00  +1.164e-06  -1.529e-01
1.776  3.451  31.541  1.94330  -4.7945856e+00  +2.9646530e-03  +1.139e-02  +1.000e+00  +1.164e-06  -1.528e-01
1.778  3.455  31.664  1.94330  -4.7945797e+00  +2.9637729e-03  +1.130e-02  +1.000e+00  +1.163e-06  -1.528e-01
1.780  3.459  31.788  1.94330  -4.7945738e+00  +2.9628933e-03  +1.121e-02  +1.000e+00  +1.162e-06  -1.527e-01
1.782  3.463  31.911  1.94330  -4.7945678e+00  +2.9620144e-03  +1.113e-02  +1.000e+00  +1.162e-06  -1.527e-01
1.784  3.467  32.036  1.94330  -4.7945619e+00  +2.9611360e-03  +1.104e-02  +1.000e+00  +1.161e-06  -1.526e-01
1.786  3.471  32.160  1.94330  -4.7945560e+00  +2.9602582e-03  +1.095e-02  +1.000e+00  +1.160e-06  -1.525e-01
1.788  3.475  32.286  1.94330  -4.7945501e+00  +2.9593810e-03  +1.087e-02  +1.000e+00  +1.160e-06  -1.525e-01
1.790  3.479  32.411  1.94330  -4.7945442e+00  +2.9585044e-03  +1.078e-02  +1.000e+00  +1.159e-06  -1.524e-01
1.792  3.482  32.538  1.94330  -4.7945382e+00  +2.9576283e-03  +1.070e-02  +1.000e+00  +1.158e-06  -1.524e-01
1.794  3.486  32.664  1.94330  -4.7945323e+00  +2.9567529e-03  +1.062e-02  +1.000e+00  +1.158e-06  -1.523e-01
1.796  3.490  32.791  1.94330  -4.7945264e+00  +2.9558780e-03  +1.054e-02  +1.000e+00  +1.157e-06  -1.523e-01
1.798  3.494  32.919  1.94330  -4.7945205e+00  +2.9550037e-03  +1.045e-02  +1.000e+00  +1.156e-06  -1.522e-01
1.800  3.498  33.047  1.94330  -4.7945146e+00  +2.9541300e-03  +1.037e-02  +1.000e+00  +1.155e-06  -1.521e-01
1.802  3.502  33.176  1.94330  -4.7945087e+00  +2.9532569e-03  +1.029e-02  +1.000e+00  +1.155e-06  -1.521e-01
1.804  3.506  33.305  1.94330  -4.7945028e+00  +2.9523844e-03  +1.021e-02  +1.000e+00  +1.154e-06  -1.520e-01
1.806  3.510  33.435  1.94330  -4.7944969e+00  +2.9515124e-03  +1.013e-02  +1.000e+00  +1.153e-06  -1.520e-01
1.808  3.513  33.565  1.94330  -4.7944910e+00  +2.9506410e-03  +1.006e-02  +1.000e+00  +1.153e-06  -1.519e-01
1.810  3.517  33.696  1.94330  -4.7944851e+00  +2.9497702e-03  +9.978e-03  +1.000e+00  +1.152e-06  -1.519e-01
1.812  3.521  33.827  1.94330  -4.7944792e+00  +2.9489000e-03  +9.901e-03  +1.000e+00  +1.151e-06  -1.518e-01
1.814  3.525  33.959  1.94330  -4.7944733e+00  +2.9480304e-03  +9.824e-03  +1.000e+00  +1.151e-06  -1.517e-01
1.816  3.529  34.091  1.94330  -4.7944674e+00  +2.9471613e-03  +9.748e-03  +1.000e+00  +1.150e-06  -1.517e-01
1.818  3.533  34.224  1.94330  -4.7944615e+00  +2.9462929e-03  +9.673e-03  +1.000e+00  +1.149e-06  -1.516e-01
1.820  3.537  34.357  1.94330  -4.7944556e+00  +2.9454250e-03  +9.598e-03  +1.000e+00  +1.149e-06  -1.516e-01
1.822  3.541  34.491  1.94330  -4.7944497e+00  +2.9445577e-03  +9.523e-03  +1.000e+00  +1.148e-06  -1.515e-01
1.824  3.545  34.625  1.94330  -4.7944438e+00  +2.9436909e-03  +9.450e-03  +1.000e+00  +1.147e-06  -1.515e-01
1.826  3.548  34.760  1.94330  -4.7944379e+00  +2.9428248e-03  +9.376e-03  +1.000e+00  +1.147e-06  -1.514e-01
1.828  3.552  34.895  1.94330  -4.7944320e+00  +2.9419592e-03  +9.304e-03  +1.000e+00  +1.146e-06  -1.514e-01
1.830  3.556  35.031  1.94330  -4.7944262e+00  +2.9410942e-03  +9.232e-03  +1.000e+00  +1.145e-06  -1.513e-01
1.832  3.560  35.168  1.94330  -4.7944203e+00  +2.9402298e-03  +9.160e-03  +1.000e+00  +1.145e-06  -1.512e-01
1.834  3.564  35.305  1.94330  -4.7944144e+00  +2.9393660e-03  +9.089e-03  +1.000e+00  +1.144e-06  -1.512e-01
1.836  3.568  35.442  1.94330  -4.7944085e+00  +2.9385027e-03  +9.019e-03  +1.000e+00  +1.143e-06  -1.511e-01
1.838  3.572  35.580  1.94330  -4.7944026e+00  +2.9376400e-03  +8.949e-03  +1.000e+00  +1.143e-06  -1.511e-01
1.840  3.576  35.719  1.94330  -4.7943968e+00  +2.9367779e-03  +8.880e-03  +1.000e+00  +1.142e-06  -1.510e-01
1.842  3.580  35.858  1.94330  -4.7943909e+00  +2.9359164e-03  +8.811e-03  +1.000e+00  +1.141e-06  -1.510e-01
1.844  3.583  35.997  1.94330  -4.7943850e+00  +2.9350555e-03  +8.743e-03  +1.000e+00  +1.141e-06  -1.509e-01
1.846  3.587  36.138  1.94330  -4.7943792e+00  +2.9341951e-03  +8.675e-03  +1.000e+00  +1.140e-06  -1.508e-01
1.848  3.591  36.278  1.94330  -4.7943733e+00  +2.9333353e-03  +8.608e-03  +1.000e+00  +1.139e-06  -1.508e-01
1.850  3.595  36.420  1.94330  -4.7943674e+00  +2.9324761e-03  +8.541e-03  +1.000e+00  +1.139e-06  -1.507e-01
1.852  3.599  36.561  1.94330  -4.7943616e+00  +2.9316174e-03  +8.475e-03  +1.000e+00  +1.138e-06  -1.507e-01
1.854  3.603  36.704  1.94330  -4.7943557e+00  +2.9307593e-03  +8.410e-03  +1.000e+00  +1.137e-06  -1.506e-01
1.856  3.607  36.847  1.94330  -4.7943498e+00  +2.9299018e-03  +8.345e-03  +1.000e+00  +1.137e-06  -1.506e-01
1.858  3.611  36.990  1.94330  -4.7943440e+00  +2.9290449e-03  +8.280e-03  +1.000e+00  +1.136e-06  -1.505e-01
1.860  3.615  37.134  1.94330  -4.7943381e+00  +2.9281886e-03  +8.216e-03  +1.000e+00  +1.135e-06  -1.504e-01
1.862  3.618  37.279  1.94330  -4.7943323e+00  +2.9273328e-03  +8.152e-03  +1.000e+00  +1.135e-06  -1.504e-01
1.864  3.622  37.424  1.94330  -4.7943264e+00  +2.9264776e-03  +8.089e-03  +1.000e+00  +1.134e-06  -1.503e-01
1.866  3.626  37.570  1.94330  -4.7943206e+00  +2.9256230e-03  +8.026e-03  +1.000e+00  +1.133e-06  -1.503e-01
1.868  3.630  37.716  1.94330  -4.7943147e+00  +2.9247689e-03  +7.964e-03  +1.000e+00  +1.133e-06  -1.502e-01
1.870  3.634  37.863  1.94330  -4.7943089e+00  +2.9239154e-03  +7.903e-03  +1.000e+00  +1.132e-06  -1.502e-01
1.872  3.638  38.010  1.94330  -4.7943030e+00  +2.9230625e-03  +7.841e-03  +1.000e+00  +1.131e-06  -1.501e-01
1.874  3.642  38.158  1.94330  -4.7942972e+00  +2.9222102e-03  +7.781e-03  +1.000e+00  +1.131e-06  -1.500e-01
1.876  3.646  38.307  1.94330  -4.7942913e+00  +2.9213584e-03  +7.720e-03  +1.000e+00  +1.130e-06  -1.500e-01
1.878  3.650  38.456  1.94330  -4.7942855e+00  +2.9205072e-03  +7.661e-03  +1.000e+00  +1.129e-06  -1.499e-01
1.880  3.653  38.606  1.94330  -4.7942796e+00  +2.9196566e-03  +7.601e-03  +1.000e+00  +1.129e-06  -1.499e-01
1.882  3.657  38.756  1.94330  -4.7942738e+00  +2.9188065e-03  +7.542e-03  +1.000e+00  +1.128e-06  -1.498e-01
1.884  3.661  38.907  1.94330  -4.7942680e+00  +2.9179571e-03  +7.484e-03  +1.000e+00  +1.127e-06  -1.498e-01
1.886  3.665  39.059  1.94330  -4.7942621e+00  +2.9171081e-03  +7.426e-03  +1.000e+00  +1.127e-06  -1.497e-01
1.888  3.669  39.211  1.94330  -4.7942563e+00  +2.9162598e-03  +7.369e-03  +1.000e+00  +1.126e-06  -1.496e-01
1.890  3.673  39.364  1.94330  -4.7942505e+00  +2.9154120e-03  +7.312e-03  +1.000e+00  +1.125e-06  -1.496e-01
1.892  3.677  39.517  1.94330  -4.7942446e+00  +2.9145648e-03  +7.255e-03  +1.000e+00  +1.125e-06  -1.495e-01
1.894  3.681  39.671  1.94330  -4.7942388e+00  +2.9137182e-03  +7.199e-03  +1.000e+00  +1.124e-06  -1.495e-01
1.896  3.684  39.825  1.94330  -4.7942330e+00  +2.9128721e-03  +7.143e-03  +1.000e+00  +1.123e-06  -1.494e-01
1.898  3.688  39.980  1.94330  -4.7942272e+00  +2.9120266e-03  +7.088e-03  +1.000e+00  +1.123e-06  -1.494e-01
1.900  3.692  40.136  1.94330  -4.7942213e+00  +2.9111817e-03  +7.033e-03  +1.000e+00  +1.122e-06  -1.493e-01
1.902  3.696  40.292  1.94330  -4.7942155e+00  +2.9103373e-03  +6.978e-03  +1.000e+00  +1.121e-06  -1.492e-01
1.904  3.700  40.449  1.94330  -4.7942097e+00  +2.9094935e-03  +6.924e-03  +1.000e+00  +1.121e-06  -1.492e-01
1.906  3.704  40.607  1.94330  -4.7942039e+00  +2.9086503e-03  +6.871e-03  +1.000e+00  +1.120e-06  -1.491e-01
1.908  3.708  40.765  1.94330  -4.7941981e+00  +2.9078076e-03  +6.818e-03  +1.000e+00  +1.119e-06  -1.491e-01
1.910  3.712  40.924  1.94330  -4.7941922e+00  +2.9069655e-03  +6.765e-03  +1.000e+00  +1.119e-06  -1.490e-01
1.912  3.716  41.083  1.94330  -4.7941864e+00  +2.9061240e-03  +6.712e-03  +1.000e+00  +1.118e-06  -1.490e-01
1.914  3.719  41.243  1.94330  -4.7941806e+00  +2.9052830e-03  +6.660e-03  +1.000e+00  +1.118e-06  -1.489e-01
1.916  3.723  41.403  1.94330  -4.7941748e+00  +2.9044426e-03  +6.609e-03  +1.000e+00  +1.117e-06  -1.488e-01
1.918  3.727  41.565  1.94330  -4.7941690e+00  +2.9036027e-03  +6.558e-03  +1.000e+00  +1.116e-06  -1.488e-01
1.920  3.731  41.727  1.94330  -4.7941632e+00  +2.9027635e-03  +6.507e-03  +1.000e+00  +1.116e-06  -1.487e-01
1.922  3.735  41.889  1.94330  -4.7941574e+00  +2.9019248e-03  +6.457e-03  +1.000e+00  +1.115e-06  -1.487e-01
1.924  3.739  42.052  1.94330  -4.7941516e+00  +2.9010866e-03  +6.407e-03  +1.000e+00  +1.114e-06  -1.486e-01
1.926  3.743  42.216  1.94330  -4.7941458e+00  +2.9002490e-03  +6.357e-03  +1.000e+00  +1.114e-06  -1.486e-01
1.928  3.747  42.380  1.94330  -4.7941400e+00  +2.8994120e-03  +6.308e-03  +1.000e+00  +1.113e-06  -1.485e-01
1.930  3.751  42.545  1.94330  -4.7941342e+00  +2.8985755e-03  +6.259e-03  +1.000e+00  +1.112e-06  -1.485e-01
1.932  3.754  42.711  1.94330  -4.7941284e+00  +2.8977396e-03  +6.210e-03  +1.000e+00  +1.112e-06  -1.484e-01
1.934  3.758  42.877  1.94330  -4.7941226e+00  +2.8969043e-03  +6.162e-03  +1.000e+00  +1.111e-06  -1.483e-01
1.936  3.762  43.044  1.94330  -4.7941168e+00  +2.8960695e-03  +6.115e-03  +1.000e+00  +1.110e-06  -1.483e-01
1.938  3.766  43.212  1.94330  -4.7941110e+00  +2.8952353e-03  +6.067e-03  +1.000e+00  +1.110e-06  -1.482e-01
1.940  3.770  43.380  1.94330  -4.7941052e+00  +2.8944016e-03  +6.020e-03  +1.000e+00  +1.109e-06  -1.482e-01
1.942  3.774  43.549  1.94330  -4.7940994e+00  +2.8935685e-03  +5.974e-03  +1.000e+00  +1.109e-06  -1.481e-01
1.944  3.778  43.719  1.94330  -4.7940937e+00  +2.8927360e-03  +5.927e-03  +1.000e+00  +1.108e-06  -1.481e-01
1.946  3.782  43.889  1.94330  -4.7940879e+00  +2.8919040e-03  +5.881e-03  +1.000e+00  +1.107e-06  -1.480e-01
1.948  3.786  44.060  1.94330  -4.7940821e+00  +2.8910726e-03  +5.836e-03  +1.000e+00  +1.107e-06  -1.479e-01
1.950  3.789  44.231  1.94330  -4.7940763e+00  +2.8902417e-03  +5.791e-03  +1.000e+00  +1.106e-06  -1.479e-01
1.952  3.793  44.404  1.94330  -4.7940705e+00  +2.8894114e-03  +5.746e-03  +1.000e+00  +1.105e-06  -1.478e-01
1.954  3.797  44.577  1.94330  -4.7940647e+00  +2.8885817e-03  +5.701e-03  +1.000e+00  +1.105e-06  -1.478e-01
1.956  3.801  44.750  1.94330  -4.7940590e+00  +2.8877525e-03  +5.657e-03  +1.000e+00  +1.104e-06  -1.477e-01
1.958  3.805  44.924  1.94330  -4.7940532e+00  +2.8869239e-03  +5.613e-03  +1.000e+00  +1.103e-06  -1.477e-01
1.960  3.809  45.099  1.94330  -4.7940474e+00  +2.8860958e-03  +5.570e-03  +1.000e+00  +1.103e-06  -1.476e-01
1.962  3.813  45.275  1.94330  -4.7940416e+00  +2.8852683e-03  +5.527e-03  +1.000e+00  +1.102e-06  -1.475e-01
1.964  3.817  45.451  1.94330  -4.7940359e+00  +2.8844413e-03  +5.484e-03  +1.000e+00  +1.102e-06  -1.475e-01
1.966  3.821  45.628  1.94330  -4.7940301e+00  +2.8836149e-03  +5.442e-03  +1.000e+00  +1.101e-06  -1.474e-01
1.968  3.824  45.806  1.94330  -4.7940243e+00  +2.8827891e-03  +5.399e-03  +1.000e+00  +1.100e-06  -1.474e-01
1.970  3.828  45.984  1.94330  -4.7940186e+00  +2.8819638e-03  +5.358e-03  +1.000e+00  +1.100e-06  -1.473e-01
1.972  3.832  46.163  1.94330  -4.7940128e+00  +2.8811390e-03  +5.316e-03  +1.000e+00  +1.099e-06  -1.473e-01
1.974  3.836  46.343  1.94330  -4.7940071e+00  +2.8803149e-03  +5.275e-03  +1.000e+00  +1.098e-06  -1.472e-01
1.976  3.840  46.524  1.94330  -4.7940013e+00  +2.8794912e-03  +5.234e-03  +1.000e+00  +1.098e-06  -1.471e-01
1.978  3.844  46.705  1.94330  -4.7939955e+00  +2.8786682e-03  +5.194e-03  +1.000e+00  +1.097e-06  -1.471e-01
1.980  3.848  46.887  1.94330  -4.7939898e+00  +2.8778456e-03  +5.153e-03  +1.000e+00  +1.097e-06  -1.470e-01
1.982  3.852  47.069  1.94330  -4.7939840e+00  +2.8770237e-03  +5.114e-03  +1.000e+00  +1.096e-06  -1.470e-01
1.984  3.856  47.253  1.94330  -4.7939783e+00  +2.8762022e-03  +5.074e-03  +1.000e+00  +1.095e-06  -1.469e-01
1.986  3.859  47.437  1.94330  -4.7939725e+00  +2.8753814e-03  +5.035e-03  +1.000e+00  +1.095e-06  -1.469e-01
1.988  3.863  47.621  1.94330  -4.7939668e+00  +2.8745611e-03  +4.996e-03  +1.000e+00  +1.094e-06  -1.468e-01
1.990  3.867  47.807  1.94330  -4.7939610e+00  +2.8737413e-03  +4.957e-03  +1.000e+00  +1.093e-06  -1.467e-01
1.992  3.871  47.993  1.94330  -4.7939553e+00  +2.8729221e-03  +4.919e-03  +1.000e+00  +1.093e-06  -1.467e-01
1.994  3.875  48.180  1.94330  -4.7939495e+00  +2.8721034e-03  +4.881e-03  +1.000e+00  +1.092e-06  -1.466e-01
1.996  3.879  48.368  1.94330  -4.7939438e+00  +2.8712853e-03  +4.843e-03  +1.000e+00  +1.092e-06  -1.466e-01
1.998  3.883  48.556  1.94330  -4.7939380e+00  +2.8704677e-03  +4.805e-03  +1.000e+00  +1.091e-06  -1.465e-01
2.000  3.887  48.745  1.94330  -4.7939323e+00  +2.8696507e-03  +4.768e-03  +1.000e+00  +1.090e-06  -1.465e-01
2.002  3.890  48.935  1.94330  -4.7939266e+00  +2.8688343e-03  +4.731e-03  +1.000e+00  +1.090e-06  -1.464e-01
2.004  3.894  49.125  1.94330  -4.7939208e+00  +2.8680184e-03  +4.694e-03  +1.000e+00  +1.089e-06  -1.463e-01
2.006  3.898  49.317  1.94330  -4.7939151e+00  +2.8672030e-03  +4.658e-03  +1.000e+00  +1.088e-06  -1.463e-01
2.008  3.902  49.509  1.94330  -4.7939094e+00  +2.8663882e-03  +4.622e-03  +1.000e+00  +1.088e-06  -1.462e-01
2.010  3.906  49.701  1.94330  -4.7939036e+00  +2.8655739e-03  +4.586e-03  +1.000e+00  +1.087e-06  -1.462e-01
2.012  3.910  49.895  1.94330  -4.7938979e+00  +2.8647602e-03  +4.551e-03  +1.000e+00  +1.087e-06  -1.461e-01
2.014  3.914  50.089  1.94330  -4.7938922e+00  +2.8639470e-03  +4.516e-03  +1.000e+00  +1.086e-06  -1.461e-01
2.016  3.918  50.284  1.94330  -4.7938864e+00  +2.8631344e-03  +4.481e-03  +1.000e+00  +1.085e-06  -1.460e-01
2.018  3.922  50.480  1.94330  -4.7938807e+00  +2.8623223e-03  +4.446e-03  +1.000e+00  +1.085e-06  -1.459e-01
2.020  3.925  50.677  1.94330  -4.7938750e+00  +2.8615108e-03  +4.411e-03  +1.000e+00  +1.084e-06  -1.459e-01
2.022  3.929  50.874  1.94330  -4.7938693e+00  +2.8606998e-03  +4.377e-03  +1.000e+00  +1.084e-06  -1.458e-01
2.024  3.933  51.072  1.94330  -4.7938636e+00  +2.8598893e-03  +4.343e-03  +1.000e+00  +1.083e-06  -1.458e-01
2.026  3.937  51.271  1.94330  -4.7938578e+00  +2.8590794e-03  +4.310e-03  +1.000e+00  +1.082e-06  -1.457e-01
2.028  3.941  51.471  1.94330  -4.7938521e+00  +2.8582701e-03  +4.276e-03  +1.000e+00  +1.082e-06  -1.457e-01
2.030  3.945  51.671  1.94330  -4.7938464e+00  +2.8574613e-03  +4.243e-03  +1.000e+00  +1.081e-06  -1.456e-01
2.032  3.949  51.872  1.94330  -4.7938407e+00  +2.8566530e-03  +4.210e-03  +1.000e+00  +1.080e-06  -1.456e-01
2.034  3.953  52.074  1.94330  -4.7938350e+00  +2.8558453e-03  +4.178e-03  +1.000e+00  +1.080e-06  -1.455e-01
2.036  3.957  52.277  1.94330  -4.7938293e+00  +2.8550381e-03  +4.145e-03  +1.000e+00  +1.079e-06  -1.454e-01
2.038  3.960  52.481  1.94330  -4.7938236e+00  +2.8542314e-03  +4.113e-03  +1.000e+00  +1.079e-06  -1.454e-01
2.040  3.964  52.685  1.94330  -4.7938178e+00  +2.8534253e-03  +4.082e-03  +1.000e+00  +1.078e-06  -1.453e-01
2.042  3.968  52.890  1.94330  -4.7938121e+00  +2.8526198e-03  +4.050e-03  +1.000e+00  +1.077e-06  -1.453e-01
2.044  3.972  53.096  1.94330  -4.7938064e+00  +2.8518148e-03  +4.019e-03  +1.000e+00  +1.077e-06  -1.452e-01
2.046  3.976  53.303  1.94330  -4.7938007e+00  +2.8510103e-03  +3.987e-03  +1.000e+00  +1.076e-06  -1.452e-01
2.048  3.980  53.511  1.94330  -4.7937950e+00  +2.8502063e-03  +3.957e-03  +1.000e+00  +1.076e-06  -1.451e-01
2.050  3.984  53.719  1.94330  -4.7937893e+00  +2.8494029e-03  +3.926e-03  +1.000e+00  +1.075e-06  -1.450e-01
2.052  3.988  53.928  1.94330  -4.7937836e+00  +2.8486001e-03  +3.896e-03  +1.000e+00  +1.074e-06  -1.450e-01
2.054  3.992  54.138  1.94330  -4.7937779e+00  +2.8477978e-03  +3.865e-03  +1.000e+00  +1.074e-06  -1.449e-01
2.056  3.995  54.349  1.94330  -4.7937722e+00  +2.8469960e-03  +3.835e-03  +1.000e+00  +1.073e-06  -1.449e-01
2.058  3.999  54.561  1.94330  -4.7937665e+00  +2.8461948e-03  +3.806e-03  +1.000e+00  +1.073e-06  -1.448e-01
2.060  4.003  54.773  1.94330  -4.7937609e+00  +2.8453941e-03  +3.776e-03  +1.000e+00  +1.072e-06  -1.448e-01
2.062  4.007  54.986  1.94330  -4.7937552e+00  +2.8445939e-03  +3.747e-03  +1.000e+00  +1.071e-06  -1.447e-01
2.064  4.011  55.201  1.94330  -4.7937495e+00  +2.8437943e-03  +3.718e-03  +1.000e+00  +1.071e-06  -1.446e-01
2.066  4.015  55.415  1.94330  -4.7937438e+00  +2.8429952e-03  +3.689e-03  +1.000e+00  +1.070e-06  -1.446e-01
2.068  4.019  55.631  1.94330  -4.7937381e+00  +2.8421966e-03  +3.661e-03  +1.000e+00  +1.070e-06  -1.445e-01
2.070  4.023  55.848  1.94330  -4.7937324e+00  +2.8413986e-03  +3.632e-03  +1.000e+00  +1.069e-06  -1.445e-01
2.072  4.027  56.065  1.94330  -4.7937267e+00  +2.8406011e-03  +3.604e-03  +1.000e+00  +1.068e-06  -1.444e-01
2.074  4.030  56.284  1.94330  -4.7937211e+00  +2.8398042e-03  +3.576e-03  +1.000e+00  +1.068e-06  -1.444e-01
2.076  4.034  56.503  1.94330  -4.7937154e+00  +2.8390078e-03  +3.549e-03  +1.000e+00  +1.067e-06  -1.443e-01
2.078  4.038  56.723  1.94330  -4.7937097e+00  +2.8382119e-03  +3.521e-03  +1.000e+00  +1.067e-06  -1.443e-01
2.080  4.042  56.944  1.94330  -4.7937040e+00  +2.8374166e-03  +3.494e-03  +1.000e+00  +1.066e-06  -1.442e-01
2.082  4.046  57.166  1.94330  -4.7936984e+00  +2.8366218e-03  +3.467e-03  +1.000e+00  +1.065e-06  -1.441e-01
2.084  4.050  57.388  1.94330  -4.7936927e+00  +2.8358275e-03  +3.440e-03  +1.000e+00  +1.065e-06  -1.441e-01
2.086  4.054  57.612  1.94330  -4.7936870e+00  +2.8350338e-03  +3.413e-03  +1.000e+00  +1.064e-06  -1.440e-01
2.088  4.058  57.836  1.94330  -4.7936813e+00  +2.8342405e-03  +3.387e-03  +1.000e+00  +1.064e-06  -1.440e-01
2.090  4.061  58.061  1.94330  -4.7936757e+00  +2.8334479e-03  +3.361e-03  +1.000e+00  +1.063e-06  -1.439e-01
2.092  4.065  58.287  1.94330  -4.7936700e+00  +2.8326557e-03  +3.335e-03  +1.000e+00  +1.062e-06  -1.439e-01
2.094  4.069  58.514  1.94330  -4.7936643e+00  +2.8318641e-03  +3.309e-03  +1.000e+00  +1.062e-06  -1.438e-01
2.096  4.073  58.742  1.94330  -4.7936587e+00  +2.8310730e-03  +3.283e-03  +1.000e+00  +1.061e-06  -1.437e-01
2.098  4.077  58.971  1.94330  -4.7936530e+00  +2.8302825e-03  +3.258e-03  +1.000e+00  +1.061e-06  -1.437e-01
2.100  4.081  59.201  1.94330  -4.7936474e+00  +2.8294925e-03  +3.233e-03  +1.000e+00  +1.060e-06  -1.436e-01
2.102  4.085  59.431  1.94330  -4.7936417e+00  +2.8287030e-03  +3.208e-03  +1.000e+00  +1.059e-06  -1.436e-01
2.104  4.089  59.663  1.94330  -4.7936360e+00  +2.8279140e-03  +3.183e-03  +1.000e+00  +1.059e-06  -1.435e-01
2.106  4.093  59.895  1.94330  -4.7936304e+00  +2.8271256e-03  +3.158e-03  +1.000e+00  +1.058e-06  -1.435e-01
2.108  4.096  60.128  1.94330  -4.7936247e+00  +2.8263377e-03  +3.134e-03  +1.000e+00  +1.058e-06  -1.434e-01
2.110  4.100  60.362  1.94330  -4.7936191e+00  +2.8255503e-03  +3.109e-03  +1.000e+00  +1.057e-06  -1.433e-01
2.112  4.104  60.597  1.94330  -4.7936134e+00  +2.8247635e-03  +3.085e-03  +1.000e+00  +1.056e-06  -1.433e-01
2.114  4.108  60.833  1.94330  -4.7936078e+00  +2.8239772e-03  +3.061e-03  +1.000e+00  +1.056e-06  -1.432e-01
2.116  4.112  61.070  1.94330  -4.7936021e+00  +2.8231914e-03  +3.038e-03  +1.000e+00  +1.055e-06  -1.432e-01
2.118  4.116  61.308  1.94330  -4.7935965e+00  +2.8224062e-03  +3.014e-03  +1.000e+00  +1.055e-06  -1.431e-01
2.120  4.120  61.547  1.94330  -4.7935908e+00  +2.8216214e-03  +2.991e-03  +1.000e+00  +1.054e-06  -1.431e-01
2.122  4.124  61.786  1.94330  -4.7935852e+00  +2.8208372e-03  +2.968e-03  +1.000e+00  +1.054e-06  -1.430e-01
2.124  4.128  62.027  1.94330  -4.7935796e+00  +2.8200535e-03  +2.945e-03  +1.000e+00  +1.053e-06  -1.430e-01
2.126  4.131  62.269  1.94330  -4.7935739e+00  +2.8192704e-03  +2.922e-03  +1.000e+00  +1.052e-06  -1.429e-01
2.128  4.135  62.511  1.94330  -4.7935683e+00  +2.8184878e-03  +2.899e-03  +1.000e+00  +1.052e-06  -1.428e-01
2.130  4.139  62.754  1.94330  -4.7935627e+00  +2.8177057e-03  +2.877e-03  +1.000e+00  +1.051e-06  -1.428e-01
2.132  4.143  62.999  1.94330  -4.7935570e+00  +2.8169241e-03  +2.855e-03  +1.000e+00  +1.051e-06  -1.427e-01
2.134  4.147  63.244  1.94330  -4.7935514e+00  +2.8161430e-03  +2.832e-03  +1.000e+00  +1.050e-06  -1.427e-01
2.136  4.151  63.490  1.94330  -4.7935458e+00  +2.8153625e-03  +2.810e-03  +1.000e+00  +1.049e-06  -1.426e-01
2.138  4.155  63.738  1.94330  -4.7935401e+00  +2.8145825e-03  +2.789e-03  +1.000e+00  +1.049e-06  -1.426e-01
2.140  4.159  63.986  1.94330  -4.7935345e+00  +2.8138030e-03  +2.767e-03  +1.000e+00  +1.048e-06  -1.425e-01
2.142  4.163  64.235  1.94330  -4.7935289e+00  +2.8130240e-03  +2.746e-03  +1.000e+00  +1.048e-06  -1.425e-01
2.144  4.166  64.485  1.94330  -4.7935232e+00  +2.8122456e-03  +2.724e-03  +1.000e+00  +1.047e-06  -1.424e-01
2.146  4.170  64.736  1.94330  -4.7935176e+00  +2.8114677e-03  +2.703e-03  +1.000e+00  +1.047e-06  -1.423e-01
2.148  4.174  64.988  1.94330  -4.7935120e+00  +2.8106903e-03  +2.682e-03  +1.000e+00  +1.046e-06  -1.423e-01
2.150  4.178  65.242  1.94330  -4.7935064e+00  +2.8099134e-03  +2.662e-03  +1.000e+00  +1.045e-06  -1.422e-01
2.152  4.182  65.496  1.94330  -4.7935008e+00  +2.8091371e-03  +2.641e-03  +1.000e+00  +1.045e-06  -1.422e-01
2.154  4.186  65.751  1.94330  -4.7934951e+00  +2.8083612e-03  +2.621e-03  +1.000e+00  +1.044e-06  -1.421e-01
2.156  4.190  66.007  1.94330  -4.7934895e+00  +2.8075859e-03  +2.600e-03  +1.000e+00  +1.044e-06  -1.421e-01
2.158  4.194  66.264  1.94330  -4.7934839e+00  +2.8068111e-03  +2.580e-03  +1.000e+00  +1.043e-06  -1.420e-01
